pixel,wavelength,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int,,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int
,,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70
895,895,7.456273,0.25100797,1.019672,0.019903999,0.21341461,0.00224,1.2008928,0.017216,0.44660193,0.005888,0.33018863,0.00672,0.24895397,0.007616,0.9214502,0.019520001,,0.7053144,1.4304003,0.7400582,1.4304003,1.000209,1.4304003,0.70262307,1.4389119,0.8934998,1.4304003,0.97028154,1.3874562,0.9955257,1.4240426,0.99369115,1.4213761
896,896,7.484231,0.258176,0.9716088,0.019712001,0.19277105,0.002048,1.1188525,0.017472,0.49999997,0.006399999,0.3553459,0.007232,0.25225222,0.007168,0.77634966,0.019328002,,0.69738436,1.4304003,0.73237073,1.4304003,1.0001045,1.4304003,0.69851327,1.4444586,0.8843315,1.4304003,0.96519417,1.3801814,0.99422807,1.422144,0.9936911,1.421376
897,897,7.433963,0.277376,1.0654761,0.022912,0.12707181,0.001472,1.073077,0.017856,0.47302908,0.007296,0.399371,0.008128,0.27659574,0.008319999,0.7523148,0.0208,,0.68178356,1.4304003,0.71164006,1.4304003,1,1.4304003,0.68577945,1.4587095,0.8602111,1.4304003,0.9658826,1.3812482,0.9944369,1.4224428,0.9943623,1.4223361
898,898,6.992603,0.30252796,1.2105263,0.027968,0.13089003,0.0016,0.9894736,0.018048,0.37048188,0.007871999,0.39465877,0.008512001,0.33266938,0.010688001,0.8079469,0.023424,,0.65859926,1.4304003,0.6843304,1.4304003,1,1.4304003,0.6692086,1.4827093,0.8245307,1.4304003,0.97134453,1.3891627,0.9949439,1.4231681,0.9961967,1.42496
899,899,7.0594215,0.31174403,1.4090908,0.029760001,0.11538462,0.001344,0.9291044,0.015936,0.30468744,0.007487999,0.3451327,0.007488,0.3236994,0.010752001,0.88780487,0.023296,,0.64152867,1.4304003,0.66595167,1.4304003,1,1.4304003,0.65539354,1.4999042,0.8016597,1.4304003,0.9778347,1.398528,0.99649495,1.4253867,0.99776274,1.4272001
900,900,7.0263534,0.307136,1.7499999,0.029120002,0.086206906,0.00096,1,0.014464001,0.27204028,0.006912,0.3192182,0.006272,0.31176475,0.010176001,1.0091462,0.021184,,0.635232,1.4304003,0.6589488,1.4304003,1,1.4304003,0.6468916,1.5050666,0.7912907,1.4304003,0.98213154,1.4047573,0.99791193,1.4274135,0.9991946,1.4292482
901,901,7.117038,0.30745602,1.7642586,0.029696,0.07692307,0.00096,0.95238096,0.01408,0.24721603,0.007104,0.24216524,0.00544,0.3117871,0.010496001,1.1072664,0.020480001,,0.6409154,1.4304003,0.661569,1.4304003,1,1.4304003,0.647251,1.5043839,0.79388577,1.4304003,0.9837433,1.4071467,0.99898577,1.4289495,0.9997315,1.4300162
902,902,7.373228,0.299648,1.5750917,0.027520003,0.096938774,0.001216,0.9173554,0.014208,0.23937356,0.006848,0.2088773,0.00512,0.32000002,0.010240002,1.0714287,0.018240003,,0.65826297,1.4304003,0.67807424,1.4304003,1,1.4304003,0.65673685,1.4927787,0.8099197,1.4304003,0.9794481,1.4010028,0.99825495,1.4279041,0.9995973,1.4298242
903,903,8.25709,0.27955204,1.441406,0.023616,0.069651745,0.000896,0.8798283,0.013119999,0.23250005,0.005952,0.16483517,0.00384,0.3178654,0.008767999,1.0226245,0.014464001,,0.6862636,1.4304003,0.70525503,1.4304003,1,1.4304003,0.6716776,1.469824,0.84115326,1.4304003,0.975272,1.3950293,0.9976434,1.4270294,0.999463,1.4296322
904,904,8.779351,0.27756798,1.370909,0.024128001,0.06726457,0.00096,0.80912864,0.012480001,0.22826086,0.005376,0.17241378,0.00384,0.3870967,0.009215999,1.0141509,0.013760001,,0.712033,1.4304003,0.72724724,1.4304003,1,1.4304003,0.6888322,1.4519039,0.86307895,1.4304003,0.9755703,1.3954561,0.9967038,1.4256854,0.999463,1.4296322
905,905,9.21118,0.284736,1.3044871,0.026048,0.08558557,0.001216,0.7913386,0.012864,0.2186589,0.0048,0.18658893,0.004096,0.44857147,0.010048,1.0044643,0.014400001,,0.73120475,1.4304003,0.74457,1.4304003,1,1.4304003,0.70804566,1.444096,0.8754637,1.4304003,0.9761207,1.39616,0.9961072,1.424832,0.9992543,1.4293121
906,906,10.074661,0.28499204,1.4389439,0.027904004,0.08457712,0.001088,0.8056681,0.012736001,0.22680409,0.004224,0.2450331,0.004736,0.4760479,0.010176,0.89029545,0.013504001,,0.7444211,1.4304003,0.7547872,1.4304003,1,1.4304003,0.7238265,1.4395307,0.8790793,1.4304003,0.9773112,1.3976958,0.99552494,1.4237441,0.9978076,1.4272215
907,907,10.921118,0.27468798,1.6420664,0.028479999,0.06666667,0.000768,0.77830195,0.010560001,0.20238096,0.003264,0.25287357,0.004224,0.5141844,0.00928,0.9103139,0.012992,,0.75333697,1.4304003,0.76186275,1.4304003,1,1.4304003,0.7364644,1.4361173,0.8797829,1.4304003,0.9787856,1.3996373,0.99516606,1.4229761,0.9963608,1.4251308
908,908,12.395834,0.26656,1.9634147,0.030912003,0.07692307,0.000768,0.8218391,0.009152001,0.23584905,0.0032,0.2529644,0.004096,0.531496,0.00864,0.9147982,0.013056001,,0.755723,1.4304003,0.75994575,1.4304003,1,1.4304003,0.74423164,1.4353708,0.87836534,1.4304003,0.9814688,1.4033067,0.9954487,1.4231255,0.9952571,1.4235522
909,909,13.082278,0.26457602,2.2875538,0.034112,0.11034482,0.001024,0.9150326,0.008959999,0.2931937,0.003584,0.24482755,0.004544,0.49615383,0.008256,0.92913383,0.015104,,0.7627814,1.4304003,0.7651577,1.4304003,1,1.4304003,0.75492656,1.436736,0.8839002,1.4304003,0.98312294,1.4055041,0.9957024,1.4234881,0.99449646,1.4224643
910,910,13.802046,0.25881597,2.791045,0.035904,0.13333334,0.001152,0.8461539,0.00704,0.3186813,0.003712,0.21846153,0.004544,0.45121947,0.007104,0.98113215,0.01664,,0.7671714,1.4304003,0.7694075,1.4304003,0.9999552,1.4303361,0.7587523,1.4379306,0.889517,1.4304003,0.98727065,1.4113495,0.995195,1.4227628,0.99483955,1.4229761
911,911,13.155112,0.25510398,3.2748537,0.03584,0.12195123,0.00096,0.9374999,0.00576,0.3,0.003456,0.18879054,0.004096,0.42660543,0.005952,1.1219515,0.017664002,,0.7717365,1.4304003,0.776869,1.4304003,0.9998955,1.4302508,0.75947183,1.438144,0.8952374,1.4303362,0.9922996,1.4185387,0.9949423,1.4226562,0.9964205,1.4252588
912,912,11.9774,0.27135998,3.3825138,0.039616,0.12500001,0.001152,1.1634617,0.007744,0.27317074,0.003584,0.2072539,0.00512,0.410072,0.007296001,1.0520835,0.019392002,,0.78434825,1.4304003,0.7922911,1.4304003,0.9997763,1.4301655,0.7640146,1.4374397,0.90335715,1.4305708,0.99603033,1.4238719,0.9945855,1.4224855,0.99800146,1.4275415
913,913,11.026444,0.29356804,3.2812493,0.040319994,0.112500004,0.001152,1.0800003,0.008640002,0.25333333,0.003648,0.2342569,0.005952,0.3975535,0.008319999,0.9513677,0.020032,,0.8106149,1.4304003,0.8251396,1.4304003,0.9996123,1.4301015,0.7821229,1.4352852,0.91952413,1.4308482,0.9960459,1.4240642,0.99373704,1.4216961,0.9991051,1.4291202
914,914,11.101657,0.30054405,3.125654,0.038207997,0.12328767,0.001152,0.958042,0.008768001,0.24347821,0.003584,0.23545703,0.00544,0.3950616,0.008191999,0.8593272,0.017984001,,0.8336961,1.4304003,0.85432523,1.4304003,0.99952286,1.4301441,0.8000142,1.4330451,0.93370646,1.4311255,0.99350995,1.420608,0.9936782,1.4217814,0.9996867,1.4299521
915,915,11.889447,0.30284798,3.1086955,0.036607996,0.122302175,0.001088,0.9194633,0.008768002,0.2534562,0.00352,0.2477341,0.005248,0.4357367,0.008896,0.78369904,0.016,,0.8551315,1.4304003,0.8795636,1.4304003,0.99961233,1.4303575,0.818265,1.431296,0.9462285,1.4314243,0.99185485,1.4184108,0.9938872,1.4221653,0.9995078,1.4296962
916,916,12.774194,0.30412802,2.8564098,0.035647996,0.13669065,0.001216,0.86075956,0.008704001,0.3181818,0.004032,0.26543206,0.005504,0.43582085,0.009343999,0.7421384,0.015104,,0.8730356,1.4304003,0.9040776,1.4304003,0.9997764,1.4305922,0.8391623,1.4307202,0.95807934,1.4314882,0.9901554,1.4161494,0.9940066,1.4223361,0.999284,1.4293761
917,917,14.000003,0.299264,2.839779,0.032895997,0.17241383,0.00128,0.76129025,0.007551999,0.35393256,0.004032,0.24999997,0.004864,0.44554448,0.00864,0.7457627,0.01408,,0.8825738,1.4304003,0.91928655,1.4304003,0.99995536,1.4307629,0.85500145,1.4309121,0.9671051,1.4312536,0.98771054,1.4128214,0.99470323,1.4222507,0.9991051,1.4291202
918,918,15.611308,0.282752,2.8588955,0.029824,0.22340429,0.001344,0.8115943,0.007168,0.37820512,0.003776,0.20962195,0.003904,0.43122676,0.007423999,0.846473,0.013056,,0.8850434,1.4304003,0.9248914,1.4304003,1.0001192,1.4308268,0.8585253,1.4309121,0.969251,1.4309762,0.9862938,1.4107949,0.9955652,1.4223788,0.9989261,1.4288641
919,919,16.496126,0.27238402,3.1176465,0.027135996,0.21978024,0.00128,0.8547008,0.006399999,0.35877863,0.003008,0.18374556,0.003328,0.43129766,0.007232,0.9504952,0.012288001,,0.8849033,1.4304003,0.9265659,1.4304003,1.0002089,1.4307842,0.85429394,1.4310402,0.9666186,1.4306988,0.98496634,1.4088961,0.99611485,1.4221228,0.99879193,1.4286722
920,920,15.683451,0.27904,2.959184,0.02784,0.17796612,0.001344,0.9583333,0.00736,0.39333332,0.003776,0.19572951,0.00352,0.4280821,0.007999999,1.0050254,0.012800003,,0.8838186,1.4304003,0.9291338,1.4304003,1.0002536,1.4306349,0.85127014,1.4312961,0.9649288,1.4304003,0.9862027,1.4104961,0.996638,1.4229121,0.9988366,1.4287361
921,921,16.610485,0.28384,3.0977442,0.026367998,0.14074074,0.001216,1.0545454,0.007424,0.2955975,0.003008,0.19591837,0.003072,0.45205477,0.008448,1.0218581,0.011968002,,0.88495004,1.4304003,0.9307847,1.4304003,1.0002685,1.4304855,0.8567434,1.4312321,0.9644985,1.4304003,0.9812481,1.4032425,0.9976393,1.4244268,0.99847865,1.4282241
922,922,18.584032,0.283072,2.9761906,0.024,0.122302175,0.001088,1.0618556,0.006591999,0.31724137,0.002944,0.18139534,0.002496,0.4249999,0.007616,1.0718955,0.010496001,,0.89429826,1.4304003,0.9351569,1.4303362,1.0003282,1.4304003,0.87021095,1.4313601,0.9660689,1.4304003,0.9751579,1.3943251,0.996237,1.4232961,0.9973747,1.4265599
923,923,19.362066,0.287488,2.7500005,0.024640001,0.10204082,0.00096,0.95098037,0.006208,0.31578943,0.002688,0.18009478,0.002432,0.38907847,0.007296,1.0193548,0.010112,,0.9083768,1.4304003,0.9421709,1.4302508,1.0004478,1.4304003,0.88929534,1.431296,0.97029096,1.4304003,0.968901,1.3851306,0.99315,1.4196695,0.9964053,1.4250882
924,924,21.442854,0.28819197,2.5238094,0.023743998,0.07092199,0.00064,0.9405941,0.00608,0.3125,0.00256,0.18686871,0.002368,0.37010673,0.006656,0.94520545,0.008831999,,0.9257854,1.4304003,0.95265114,1.4301655,1.0003283,1.4303149,0.91555566,1.4310402,0.97623855,1.4304003,0.96139413,1.3743784,0.9883499,1.4134828,0.99548006,1.42368
925,925,24.7052,0.273536,2.4,0.019968001,0.03539823,0.000256,0.90804595,0.005056,0.23958334,0.001472,0.16201118,0.001856,0.3070866,0.004992,0.8130081,0.006399999,,0.94456595,1.4304003,0.96000195,1.4300802,1.0001493,1.4302295,0.9390622,1.4307201,0.9793327,1.4304003,0.9573824,1.3687251,0.9842165,1.4074455,0.99565893,1.423872
926,926,24.93333,0.26329598,2.554622,0.019456001,0.04651163,0.000256,0.82758623,0.004608,0.3214286,0.001728,0.16,0.001792,0.25390622,0.00416,0.62499994,0.00544,,0.9599144,1.4304003,0.96196955,1.4299948,0.99995524,1.4301442,0.9493892,1.4306561,0.9812389,1.4304003,0.960685,1.3736107,0.9808288,1.4025174,0.99630016,1.424704
927,927,20.839998,0.26675197,3.0000002,0.021312,0.1125,0.000576,0.8295454,0.004672,0.27777776,0.0016,0.19148937,0.002304,0.27017543,0.004928,0.49999997,0.00576,,0.9670862,1.4304003,0.9628673,1.4299735,0.9997763,1.4300588,0.9510257,1.4304641,0.98166984,1.4304003,0.9676076,1.3834879,0.98059183,1.402304,0.99764276,1.4266238
928,928,16.705425,0.27583998,3.6454544,0.025664,0.22115387,0.001472,0.9886364,0.005568,0.3577982,0.002496,0.2256637,0.003264,0.34411767,0.007488,0.54666656,0.007871999,,0.9673651,1.4304003,0.9635316,1.4299735,0.9996122,1.4300588,0.94985354,1.4304641,0.98260504,1.4304003,0.9733253,1.3918293,0.9840098,1.4073389,0.9988065,1.428288
929,929,14.444442,0.28287998,3.7967484,0.029888,0.234375,0.00192,1.2666667,0.00608,0.39344266,0.003072,0.29741377,0.004416,0.36340195,0.009023999,0.5907172,0.008959999,,0.9645126,1.4304003,0.9614867,1.4299948,0.99968684,1.4301442,0.945241,1.4306562,0.98243225,1.4304003,0.97732395,1.3975681,0.988501,1.4139521,0.99950767,1.4293761
930,930,13.582606,0.29990396,3.8208954,0.032768,0.27659574,0.002496,1.5588233,0.006784,0.35714287,0.0032,0.31535265,0.004864,0.35922325,0.009472,0.69230765,0.010944,,0.96115273,1.4304003,0.96106166,1.4300802,0.99973166,1.4302295,0.9412334,1.4309762,0.9833115,1.4304428,0.9745805,1.3937283,0.99212486,1.4190508,0.99892604,1.4286082
931,931,12.8203125,0.315072,3.4071856,0.036416,0.29375,0.003008,1.5844157,0.007808,0.35403726,0.003648,0.33079845,0.005568,0.3674419,0.010112001,0.78515637,0.012864002,,0.9599143,1.4304003,0.963855,1.4301655,0.99980617,1.4303149,0.9374371,1.4311041,0.98446786,1.4305922,0.97232693,1.3904431,0.9946006,1.4225496,0.99850845,1.4280962
932,932,13.883382,0.304768,3.3431954,0.03616,0.2732919,0.002816,1.638889,0.007552,0.41830066,0.004096,0.3629032,0.00576,0.35714287,0.00928,0.94090897,0.013248,,0.9588573,1.4304003,0.9670826,1.4302508,0.99986583,1.4304003,0.93592536,1.4312321,0.98569965,1.4307415,0.97297126,1.3915308,0.9959578,1.4244481,0.99844885,1.4280962
933,933,16.903845,0.28127998,3.2133334,0.030848002,0.25,0.002048,1.7543857,0.006399999,0.41304353,0.003648,0.37244895,0.004672,0.3221884,0.006784,0.99404746,0.010688,,0.9598455,1.4304003,0.96871936,1.4303361,0.9999106,1.4304003,0.9348692,1.4312321,0.98338795,1.4308268,0.9731222,1.3918294,0.9951371,1.4232107,0.9985681,1.4283521
934,934,18.868774,0.26687998,2.9591837,0.02784,0.25663716,0.001856,1.5892856,0.005696,0.52238804,0.00448,0.2410714,0.003456,0.34628975,0.006272,0.9329268,0.009792,,0.9617179,1.4304003,0.971148,1.4304003,0.99995536,1.4304003,0.93607676,1.4311042,0.9815033,1.4308696,0.9757627,1.3956479,0.9948683,1.4227202,0.9989261,1.4288641
935,935,20.678944,0.251456,2.6917813,0.025152003,0.23711342,0.001472,1.4107143,0.005056,0.6428572,0.005184,0.18987343,0.00288,0.47899154,0.007296,0.8993289,0.008576,,0.96483165,1.4304003,0.97418183,1.4304003,1,1.4304003,0.93932784,1.4307841,0.98095804,1.4308908,0.9783739,1.3994453,0.9948388,1.4227628,0.999284,1.4293761
936,936,24.946308,0.237888,2.556391,0.02176,0.15555556,0.000896,1.6052632,0.003904,0.7450981,0.004864,0.15695065,0.00224,0.5249999,0.00672,1.1226414,0.007615999,,0.9641656,1.4304003,0.9752587,1.4304003,1.0000596,1.4304855,0.94060415,1.4307415,0.97920877,1.4307414,0.98058206,1.4026666,0.9951074,1.4231895,0.999463,1.4296322
937,937,23.761005,0.24179201,2.3521128,0.021376003,0.17500001,0.000896,1.6216217,0.00384,0.7200001,0.004608,0.113636345,0.0016,0.58469945,0.006848,1.0721649,0.006656,,0.963833,1.4304003,0.9766224,1.4304003,1.0001341,1.4305921,0.94325835,1.4306134,0.9784779,1.4305921,0.9780457,1.3989758,0.9950927,1.4232109,0.9986129,1.4284161
938,938,21.34759,0.25548798,2.3642387,0.022848,0.20481928,0.001088,1.4000001,0.003584,0.6534654,0.004224,0.12227073,0.001792,0.63636357,0.007616,1.0303031,0.006528,,0.9648712,1.4303148,0.97777605,1.4304003,1.0002683,1.4306988,0.9485798,1.4305495,0.9803242,1.4306774,0.97759634,1.3982079,0.9930792,1.4203948,0.99750936,1.4268801
939,939,21.378944,0.25996798,2.833333,0.025024,0.23287676,0.001088,1.5121951,0.003968,0.5104167,0.003136,0.185567,0.002304,0.59278345,0.00736,1.1304348,0.006656,,0.96752876,1.4302294,0.98027766,1.4304003,1.0003729,1.4307841,0.95298606,1.4304855,0.9824069,1.4306988,0.9787287,1.399744,0.9909172,1.4174082,0.99655515,1.4256002
940,940,22.117315,0.25337598,3.2357724,0.025471998,0.23287676,0.001088,1.4210527,0.003456,0.44578317,0.002368,0.22727272,0.00224,0.4896906,0.00608,1.0714287,0.00576,,0.9694719,1.4301441,0.98200047,1.4304003,1.0004177,1.4307841,0.9553952,1.4306775,0.98386383,1.4308054,0.9805782,1.4023681,0.9884265,1.4138455,0.99542207,1.4240642
941,941,22.715117,0.250048,3.6481478,0.025216,0.3125,0.00128,1.3333334,0.003328,0.38750002,0.001984,0.24444446,0.002112,0.5128205,0.0064,0.73958325,0.004544,,0.97280586,1.4301441,0.982533,1.4304003,1.000358,1.4306988,0.95977527,1.4308482,0.9849486,1.4309334,0.9799826,1.4016,0.98614466,1.4105816,0.99504954,1.4236162
942,942,21.025639,0.2624,3.3600001,0.02688,0.28985512,0.00128,1.404762,0.003776,0.35051546,0.002176,0.30069932,0.002752,0.52,0.007488,0.73913044,0.00544,,0.97383755,1.4301441,0.9800771,1.4304003,1.0002686,1.4305921,0.9597105,1.4309975,0.9841105,1.4309334,0.9807909,1.4029653,0.9849359,1.4087894,0.99509424,1.4236801
943,943,20.30841,0.278144,2.948052,0.029056001,0.3043478,0.001344,1.6410257,0.004096,0.39622647,0.002688,0.33561647,0.003136,0.4861659,0.007871999,0.65248233,0.005888,,0.96940356,1.4302294,0.9791324,1.4304003,1.0000896,1.4304855,0.95515126,1.4311681,0.9827387,1.4307626,0.9824939,1.4056109,0.9877943,1.4122669,0.9957502,1.4245762
944,944,19.172268,0.29203197,2.526882,0.03008,0.21951218,0.001152,1.5641025,0.003904,0.44247788,0.0032,0.3291139,0.003328,0.5256917,0.008512001,0.55063283,0.005568,,0.96311104,1.4303148,0.9775194,1.4304003,0.9999703,1.4304003,0.94637454,1.4314028,0.9800668,1.4306989,0.9836137,1.4073389,0.9912217,1.4164269,0.9964359,1.4254721
945,945,18.553028,0.313472,2.61215,0.035776004,0.19417477,0.00128,1.24,0.003968,0.40287775,0.003584,0.3128205,0.003904,0.5993031,0.011008001,0.54545456,0.006144,,0.96222866,1.4304003,0.9786608,1.4304003,0.99998516,1.4304003,0.94524765,1.4312109,0.9796921,1.4305282,0.9836288,1.4073814,0.9947085,1.419648,0.996227,1.4250883
946,946,17.97818,0.316416,2.7636364,0.038912,0.15517241,0.001152,0.9830508,0.003712,0.40789476,0.003968,0.2764977,0.00384,0.6643111,0.012032001,0.5804597,0.006463999,,0.96484554,1.4304003,0.9825185,1.4304003,1.0000448,1.4304003,0.9491328,1.4310188,0.98218745,1.4304003,0.9827473,1.4059736,0.9975755,1.4219948,0.995376,1.4236162
947,947,18.95868,0.29363203,3.1111107,0.037631996,0.1574074,0.001088,0.79999995,0.002816,0.41044775,0.00352,0.2772277,0.003584,0.707113,0.010816001,0.5753424,0.005376,,0.9704313,1.4304003,0.98838425,1.4304003,1.0001938,1.4304641,0.9563426,1.4309334,0.98602957,1.4304003,0.98214877,1.4049495,0.9990265,1.4229548,0.9947342,1.4225922
948,948,20.372551,0.26598403,3.7428577,0.033536002,0.114583336,0.000704,0.75,0.002496,0.33846155,0.002816,0.24456517,0.00288,0.7461139,0.009215999,0.7075471,0.0048,,0.979576,1.4304003,0.99287754,1.4304003,1.0003432,1.4305282,0.96589774,1.4308268,0.9892301,1.4304003,0.9816539,1.4040533,0.99790394,1.4219095,0.9945399,1.4222082
949,949,23.607145,0.253824,4.8750005,0.029952,0.18987341,0.00096,0.77777785,0.002688,0.26190484,0.002112,0.17679557,0.002048,0.6722222,0.007743999,1.0365853,0.00544,,0.9883699,1.4304003,0.9964188,1.4304003,1.000388,1.4305708,0.9780784,1.4305922,0.99324524,1.4304003,0.9835014,1.4065068,0.9964386,1.4205655,0.9950617,1.4228481
950,950,21.994349,0.24915199,6.622951,0.025856,0.15068494,0.000704,0.8490566,0.00288,0.24390246,0.00192,0.14857142,0.001664,0.5454545,0.005376,1.1235955,0.006399999,,0.99113107,1.4304003,0.99733764,1.4304003,1.0002834,1.4305708,0.9848447,1.4306562,0.9950583,1.4304003,0.9861254,1.4101121,0.9953669,1.4208001,0.99658346,1.4250242
951,951,22.203392,0.25152,7.543478,0.022208,0.15942031,0.000704,0.8490566,0.00288,0.23931625,0.001792,0.17901234,0.001856,0.42758626,0.003968,0.990566,0.00672,,0.9919228,1.4304003,0.99670017,1.4304003,1.0001642,1.4305708,0.9874979,1.4305922,0.9953538,1.4304003,0.99018306,1.4158721,0.994477,1.4212695,0.99798614,1.4272002
952,952,20.742428,0.26284802,7.222223,0.0208,0.11904764,0.00064,0.9180328,0.003584,0.2619048,0.002112,0.16374269,0.001792,0.48701298,0.0048,0.7985612,0.007104001,,0.9921869,1.4304003,0.99652237,1.4304003,0.99997014,1.4305068,0.9893332,1.4305283,0.99520606,1.4304428,0.9930476,1.4199681,0.994407,1.4223362,0.99937344,1.4294187
953,953,17.349207,0.279808,5.3230777,0.022144001,0.16000003,0.001024,1.0694444,0.004928,0.29629627,0.00256,0.19125682,0.00224,0.58333325,0.00672,0.7081081,0.008384001,,0.9924073,1.4304003,0.9968334,1.4304003,0.9998359,1.4304428,0.9897707,1.4304641,0.9951915,1.4305282,0.99474883,1.4225069,0.99568975,1.4242349,0.99995524,1.4305282
954,954,16.036364,0.28224,4.291139,0.021696001,0.18269233,0.001216,1.08,0.005184,0.2746479,0.002496,0.25882354,0.002816,0.6610169,0.007487999,0.64532024,0.008384001,,0.9930245,1.4304003,0.9973526,1.4304003,0.99977636,1.4303788,0.9913072,1.4304641,0.9956349,1.4305495,0.9938838,1.4213122,0.9969425,1.4260268,0.99982095,1.4306134
955,955,16.927422,0.26867202,3.511628,0.019328,0.255814,0.001408,1.1818181,0.004992,0.27868852,0.002176,0.3125,0.00288,0.6923075,0.007487999,0.6263158,0.007616,,0.99402577,1.4304003,0.9977976,1.4304003,0.9997912,1.4303575,0.9912184,1.4303361,0.9960489,1.4305495,0.98800594,1.4129066,0.99774784,1.4271787,1.0006266,1.4306134
956,956,16.047058,0.261888,3.0645168,0.018240003,0.2692308,0.001344,1.3709676,0.00544,0.27586207,0.002048,0.30069926,0.002752,0.7321427,0.007871999,0.6629834,0.00768,,0.9952504,1.4304003,0.9986893,1.4304003,0.999821,1.4303361,0.9919955,1.4302722,0.9961819,1.4304641,0.97283506,1.391232,0.9977621,1.4267094,0.99814796,1.4257921
957,957,16.003984,0.257088,2.8163264,0.017663999,0.3030303,0.00128,1.4727272,0.005184,0.27868852,0.002176,0.30714282,0.002752,0.5641025,0.00704,0.7798742,0.007936,,0.9965669,1.4304003,0.9990762,1.4304003,0.99986583,1.4303149,0.9927589,1.4302082,0.99621147,1.4304003,0.9578578,1.3698134,0.99744767,1.4257067,0.99572444,1.4209281
958,958,16.510548,0.25043198,2.7446811,0.016512001,0.21212123,0.000896,1.2653061,0.003968,0.31896555,0.002368,0.34375,0.002816,0.43540668,0.005824,0.9389313,0.007871999,,0.997768,1.4304003,0.99898696,1.4304003,0.9998957,1.4303149,0.9942013,1.4301227,0.9965958,1.4302081,0.9431755,1.348736,0.9964911,1.4237866,0.99240476,1.4160216
959,959,17.540178,0.251456,2.962963,0.015360001,0.11111112,0.000512,1.4499999,0.003712,0.4245283,0.00288,0.23943661,0.002176,0.3925234,0.005376,1.0583333,0.008128,,0.99800557,1.4304003,0.99900186,1.4304003,1.0000447,1.4303361,0.99535245,1.4300162,0.9967435,1.430016,0.93402946,1.3356373,0.9961302,1.4223361,0.9894132,1.411584
960,960,17.556484,0.268544,2.7959187,0.017536003,0.09876543,0.000512,1.8499998,0.004736,0.4778761,0.003456,0.14948452,0.001856,0.37021276,0.005568,1.1127818,0.009472,,0.9981543,1.4304003,0.9989571,1.4304003,1.0002236,1.4303575,0.9965805,1.4299521,0.9968469,1.4298455,0.937759,1.3409705,0.9960091,1.4215894,0.9873597,1.4097918
961,961,17.75697,0.28524798,2.707317,0.021311998,0.127451,0.000832,1.9166666,0.005888,0.48387095,0.00384,0.11607142,0.001664,0.31768954,0.005632,1.2058824,0.010496001,,0.9980204,1.4304003,0.999091,1.4304003,1.0004028,1.4303788,0.9974554,1.4299095,0.9973067,1.4298028,0.95048547,1.3591893,0.99588984,1.4215255,0.98825127,1.4122455
962,962,18.800846,0.283968,2.5846155,0.021503998,0.1388889,0.00096,1.9000001,0.00608,0.45045045,0.0032,0.08333333,0.001216,0.3110236,0.005056,1.167939,0.009792,,0.9976492,1.4304003,0.999106,1.4304003,1.0005223,1.4303361,0.9978709,1.4298881,0.997455,1.4297601,0.96222854,1.376064,0.99533874,1.4212908,0.9887681,1.4141653
963,963,21.928202,0.273664,2.5703125,0.021056,0.13592234,0.000896,2.0425532,0.006144,0.38613865,0.002496,0.06666667,0.001024,0.28310502,0.003968,1.0847458,0.008192,,0.99717456,1.4304003,0.99915063,1.4304003,1.000597,1.4302722,0.99782676,1.4299735,0.9972178,1.4298668,0.9749548,1.3943467,0.99487764,1.4211842,0.9901398,1.4160426
964,964,20.84,0.26675203,2.3288593,0.022208,0.107142866,0.000768,1.5500001,0.005952,0.35789475,0.002176,0.08627451,0.001408,0.27232143,0.003904,0.9444445,0.007616,,0.99713,1.4304003,0.999106,1.4304003,1.0004327,1.4302082,0.997916,1.4300802,0.99738127,1.4300374,0.9833689,1.4064641,0.994672,1.4218241,0.99237764,1.419243
965,965,21.262032,0.254464,2.1241379,0.019712,0.06837607,0.000512,1.1343284,0.004864,0.36046514,0.001984,0.12017165,0.001792,0.24644548,0.003328,0.79310346,0.005888,,0.99729323,1.4304003,0.9992401,1.4304003,1.0002836,1.4302082,0.9982877,1.4302082,0.9973667,1.4302081,0.98460776,1.4083201,0.99518144,1.4231255,0.9932426,1.42048
966,966,23.891027,0.23852801,1.9920002,0.015936,0.02586207,0.000192,0.78125,0.0032,0.35135132,0.001664,0.13145539,0.001792,0.25433525,0.002816,0.6216216,0.004416,,0.9973673,1.4304003,0.9993294,1.4304003,1.0001343,1.4302082,0.99858516,1.4303148,0.997367,1.4303361,0.9869202,1.4116908,0.9964503,1.4253228,0.99460036,1.4225067
